coin,timestamp,date,price_usd
bitcoin,1773388977579,2026-03-13,71626.30716984723
bitcoin,1773392547777,2026-03-13,71790.51173955765
bitcoin,1773396196581,2026-03-13,72039.91429367974
bitcoin,1773399772290,2026-03-13,72479.00197278638
bitcoin,1773403443677,2026-03-13,72257.33355590506
bitcoin,1773407004672,2026-03-13,72811.1463390778
bitcoin,1773410537333,2026-03-13,73479.76604347788
bitcoin,1773414169516,2026-03-13,72418.40119283782
bitcoin,1773417748239,2026-03-13,71826.53239420471
bitcoin,1773421398651,2026-03-13,71929.65397808861
bitcoin,1773425011564,2026-03-13,71008.47076387439
bitcoin,1773428591761,2026-03-13,71073.13309572938
bitcoin,1773432200902,2026-03-13,71182.3833483821
bitcoin,1773435741903,2026-03-13,71352.08921401051
bitcoin,1773439350036,2026-03-13,71143.18410708023
bitcoin,1773442982093,2026-03-13,70794.09447352387
bitcoin,1773446619476,2026-03-14,70965.28228600459
bitcoin,1773450211794,2026-03-14,70689.05192245601
bitcoin,1773453610025,2026-03-14,70859.84174916545
bitcoin,1773457351714,2026-03-14,70856.08993041962
bitcoin,1773460959969,2026-03-14,71077.08880135501
bitcoin,1773464518710,2026-03-14,71039.20366424312
bitcoin,1773468187350,2026-03-14,71011.29320098588
bitcoin,1773471806121,2026-03-14,70652.39350585645
bitcoin,1773475396648,2026-03-14,70601.52304011412
bitcoin,1773479010974,2026-03-14,70580.5484855447
bitcoin,1773482553681,2026-03-14,70539.27343461686
bitcoin,1773486099301,2026-03-14,70555.90077748458
bitcoin,1773489729942,2026-03-14,70714.59815430894
bitcoin,1773493361591,2026-03-14,70724.35668141994
bitcoin,1773496990096,2026-03-14,70882.7823514032
bitcoin,1773500588054,2026-03-14,70619.8198143914
bitcoin,1773504125968,2026-03-14,70602.17423220258
bitcoin,1773507782262,2026-03-14,70685.12450447425
bitcoin,1773511355626,2026-03-14,70618.0223290148
bitcoin,1773514930070,2026-03-14,70690.04718025915
bitcoin,1773518540311,2026-03-14,70703.14031485881
bitcoin,1773522009193,2026-03-14,70835.17460900525
bitcoin,1773525746460,2026-03-14,70809.74343130055
bitcoin,1773529401480,2026-03-14,70723.78060432566
bitcoin,1773533259142,2026-03-15,71122.93561633487
bitcoin,1773536927997,2026-03-15,71019.85971523909
bitcoin,1773540500452,2026-03-15,71163.18010932418
bitcoin,1773544297154,2026-03-15,71448.55927020362
bitcoin,1773547778581,2026-03-15,71426.78461210527
bitcoin,1773551380663,2026-03-15,71540.16542807396
bitcoin,1773554985701,2026-03-15,71576.92630814361
bitcoin,1773558574815,2026-03-15,71454.95959793388
bitcoin,1773561776214,2026-03-15,71449.02334070223
bitcoin,1773565339862,2026-03-15,71636.44609377658
bitcoin,1773568922266,2026-03-15,71827.47727845323
bitcoin,1773572561431,2026-03-15,71796.90292372422
bitcoin,1773576147633,2026-03-15,71849.26834156351
bitcoin,1773579684571,2026-03-15,71616.49549145128
bitcoin,1773583311895,2026-03-15,71557.56740824718
bitcoin,1773586910344,2026-03-15,71609.51482757785
bitcoin,1773590635496,2026-03-15,71491.25288274372
bitcoin,1773594221424,2026-03-15,71430.56399292653
bitcoin,1773597784172,2026-03-15,71831.06725444554
bitcoin,1773601339141,2026-03-15,71389.64804785485
bitcoin,1773604897994,2026-03-15,71557.0448250269
bitcoin,1773608571828,2026-03-15,71760.88018765219
bitcoin,1773612187978,2026-03-15,72080.43829377418
bitcoin,1773615834901,2026-03-15,72783.28669635301
bitcoin,1773619420268,2026-03-16,72799.1789981442
bitcoin,1773622930253,2026-03-16,72560.01961161768
bitcoin,1773626591578,2026-03-16,72753.6500288425
bitcoin,1773630202681,2026-03-16,72565.34143373226
bitcoin,1773633808360,2026-03-16,73658.22913876995
bitcoin,1773637401214,2026-03-16,73861.95608107506
bitcoin,1773640882934,2026-03-16,74157.34241148319
bitcoin,1773644632344,2026-03-16,73765.32077429206
bitcoin,1773648201713,2026-03-16,73485.98723788554
bitcoin,1773651804789,2026-03-16,73138.3743773866
bitcoin,1773655310788,2026-03-16,73259.31973150831
bitcoin,1773658942142,2026-03-16,73734.91279332073
bitcoin,1773662561875,2026-03-16,73565.81170904198
bitcoin,1773666166420,2026-03-16,73843.3241538607
bitcoin,1773669715209,2026-03-16,74019.4070913728
bitcoin,1773673358863,2026-03-16,73446.1842039846
bitcoin,1773676903512,2026-03-16,73263.87882074014
bitcoin,1773680532829,2026-03-16,73764.83336285164
bitcoin,1773684144088,2026-03-16,73954.17488339139
bitcoin,1773687780568,2026-03-16,73957.40834188467
bitcoin,1773691372241,2026-03-16,73958.31193466885
bitcoin,1773694819595,2026-03-16,74225.21989199621
bitcoin,1773698623788,2026-03-16,74438.82965717503
bitcoin,1773702050286,2026-03-16,74717.3894011731
bitcoin,1773705638551,2026-03-17,74858.14870100339
bitcoin,1773709355180,2026-03-17,75173.14226779129
bitcoin,1773712958672,2026-03-17,75632.41015615774
bitcoin,1773716628546,2026-03-17,75197.44389538407
bitcoin,1773720193275,2026-03-17,74426.47726466598
bitcoin,1773723761559,2026-03-17,74279.50516740244
bitcoin,1773727410176,2026-03-17,74004.71341039937
bitcoin,1773730883760,2026-03-17,74080.28999363363
bitcoin,1773734610257,2026-03-17,74251.47017440872
bitcoin,1773738165765,2026-03-17,74187.08468542341
bitcoin,1773741770920,2026-03-17,73931.42869131609
bitcoin,1773745379217,2026-03-17,73727.01590319516
bitcoin,1773749041536,2026-03-17,74049.99025292388
bitcoin,1773752404364,2026-03-17,73716.49902404359
bitcoin,1773756121391,2026-03-17,73664.92688506791
bitcoin,1773759765350,2026-03-17,74372.31505154063
bitcoin,1773763410001,2026-03-17,73938.45954892249
bitcoin,1773766987725,2026-03-17,74139.84966600154
bitcoin,1773770626983,2026-03-17,74522.97781759078
bitcoin,1773774170119,2026-03-17,74686.02993457245
bitcoin,1773777744229,2026-03-17,74511.43757475897
bitcoin,1773781392981,2026-03-17,74556.97200158171
bitcoin,1773784968723,2026-03-17,74690.90770773192
bitcoin,1773788566201,2026-03-17,74313.11694423317
bitcoin,1773792181062,2026-03-18,73926.27899152413
bitcoin,1773795782976,2026-03-18,73854.96886976
bitcoin,1773799373606,2026-03-18,74092.38831657296
bitcoin,1773802990508,2026-03-18,74358.62022555566
bitcoin,1773806412761,2026-03-18,74494.67471958217
bitcoin,1773810055674,2026-03-18,74179.81973580908
bitcoin,1773813749134,2026-03-18,73946.73033688653
bitcoin,1773817433029,2026-03-18,73961.87566925112
bitcoin,1773820983231,2026-03-18,73890.21271622225
bitcoin,1773824567001,2026-03-18,74036.09311491044
bitcoin,1773828174518,2026-03-18,74163.78094501335
bitcoin,1773831777859,2026-03-18,73939.52246684712
bitcoin,1773835386573,2026-03-18,72953.72917602796
bitcoin,1773838829830,2026-03-18,72387.28689365885
bitcoin,1773842587741,2026-03-18,72067.40252497199
bitcoin,1773846170135,2026-03-18,71297.85643495581
bitcoin,1773849738360,2026-03-18,71518.80469283315
bitcoin,1773853350113,2026-03-18,71328.61409583432
bitcoin,1773856932278,2026-03-18,71626.30657689057
bitcoin,1773860634328,2026-03-18,71026.62449466846
bitcoin,1773864179243,2026-03-18,71074.61890935857
bitcoin,1773867766070,2026-03-18,71238.10852868533
bitcoin,1773871212632,2026-03-18,71292.59033537445
bitcoin,1773874972451,2026-03-18,71136.52376150078
bitcoin,1773878574421,2026-03-19,71256.65956041873
bitcoin,1773882221975,2026-03-19,70995.49208200075
bitcoin,1773885748019,2026-03-19,71140.22164960648
bitcoin,1773889417086,2026-03-19,71052.20965877775
bitcoin,1773892943097,2026-03-19,71225.15940712935
bitcoin,1773896640928,2026-03-19,70844.73985109958
bitcoin,1773900151569,2026-03-19,70830.7659487663
bitcoin,1773903641841,2026-03-19,70551.5551160704
bitcoin,1773907246552,2026-03-19,70212.66707442794
bitcoin,1773910841605,2026-03-19,69971.39660037315
bitcoin,1773914582005,2026-03-19,70492.22671693734
bitcoin,1773918185773,2026-03-19,70125.92304238673
bitcoin,1773921612416,2026-03-19,69934.93151927635
bitcoin,1773925312904,2026-03-19,69298.87894108835
bitcoin,1773928998452,2026-03-19,69891.65869108934
bitcoin,1773932565270,2026-03-19,69550.63011862883
bitcoin,1773936161830,2026-03-19,69454.08947590156
bitcoin,1773939734705,2026-03-19,69446.04133014526
bitcoin,1773943280111,2026-03-19,69849.44114340031
bitcoin,1773946888461,2026-03-19,69818.76001818525
bitcoin,1773950475027,2026-03-19,70284.79229992839
bitcoin,1773954091143,2026-03-19,70491.5688120522
bitcoin,1773957733786,2026-03-19,70472.29443555106
bitcoin,1773961392665,2026-03-19,70147.45290782927
bitcoin,1773964953623,2026-03-20,69912.32846307463
bitcoin,1773968484282,2026-03-20,70219.72096303198
bitcoin,1773972146061,2026-03-20,70426.94072356535
bitcoin,1773975751861,2026-03-20,70435.78664589739
bitcoin,1773979365249,2026-03-20,70741.66407362273
bitcoin,1773982952298,2026-03-20,70772.03118023534
bitcoin,1773986582763,2026-03-20,70574.84559253055
bitcoin,1773990197343,2026-03-20,70485.67832017319
bitcoin,1773993716348,2026-03-20,70852.16480880113
bitcoin,1773997217157,2026-03-20,71037.67359152887
bitcoin,1774000989371,2026-03-20,70559.11237019852
bitcoin,1774004572336,2026-03-20,70593.94372748287
bitcoin,1774008139928,2026-03-20,70454.22833072978
bitcoin,1774011766902,2026-03-20,70314.35277681354
bitcoin,1774015381935,2026-03-20,69863.08791396998
bitcoin,1774018959855,2026-03-20,69739.70808468577
bitcoin,1774022589200,2026-03-20,69824.36946411383
bitcoin,1774026226438,2026-03-20,69848.23738975245
bitcoin,1774029795951,2026-03-20,69922.80531197492
bitcoin,1774033402166,2026-03-20,69731.46429879949
bitcoin,1774036966274,2026-03-20,70138.7419088915
bitcoin,1774040604070,2026-03-20,70036.79676847711
bitcoin,1774044123509,2026-03-20,70525.66120992822
bitcoin,1774047774633,2026-03-20,70781.08357698002
bitcoin,1774051244247,2026-03-21,70511.00634700106
bitcoin,1774054920626,2026-03-21,70683.13082950574
bitcoin,1774058521755,2026-03-21,70476.00823266465
bitcoin,1774062130543,2026-03-21,70717.09908340046
bitcoin,1774065694320,2026-03-21,70681.3117368
bitcoin,1774069368847,2026-03-21,70633.26137500843
bitcoin,1774073291213,2026-03-21,70715.81221084928
bitcoin,1774076821171,2026-03-21,70743.5837097416
bitcoin,1774080362765,2026-03-21,70690.39129587835
bitcoin,1774083755171,2026-03-21,70582.04532292718
bitcoin,1774087479250,2026-03-21,70643.73195218536
bitcoin,1774091090480,2026-03-21,70586.03151380002
bitcoin,1774094644816,2026-03-21,70635.87177138265
bitcoin,1774098231910,2026-03-21,70705.52326221105
bitcoin,1774101878273,2026-03-21,70722.73585326485
bitcoin,1774105255748,2026-03-21,70590.52579726202
bitcoin,1774109036838,2026-03-21,70642.8192357941
bitcoin,1774112458035,2026-03-21,70287.02223502546
bitcoin,1774116298389,2026-03-21,70312.70512781104
bitcoin,1774119955596,2026-03-21,70407.76826144295
bitcoin,1774123396225,2026-03-21,70377.09842445592
bitcoin,1774126820253,2026-03-21,70447.53457913788
bitcoin,1774130627860,2026-03-21,70340.289645773
bitcoin,1774134202603,2026-03-21,70292.26388186325
bitcoin,1774137944520,2026-03-22,68412.67504146349
bitcoin,1774141204248,2026-03-22,68897.26755616778
bitcoin,1774145062478,2026-03-22,68943.09325322721
bitcoin,1774148646477,2026-03-22,69304.79718965513
bitcoin,1774152188127,2026-03-22,69329.99728279315
bitcoin,1774155827146,2026-03-22,69320.00160322535
bitcoin,1774159402229,2026-03-22,69141.59971807108
bitcoin,1774162985897,2026-03-22,69146.84716615826
bitcoin,1774166622369,2026-03-22,68908.16957877796
bitcoin,1774170256860,2026-03-22,68795.5505642291
bitcoin,1774173800891,2026-03-22,68817.53435389008
bitcoin,1774177390944,2026-03-22,68653.9970738177
bitcoin,1774181039071,2026-03-22,68211.08116857347
bitcoin,1774184485142,2026-03-22,68651.18982923409
bitcoin,1774188084242,2026-03-22,68722.96325302527
bitcoin,1774191770081,2026-03-22,68698.62007881168
bitcoin,1774195350607,2026-03-22,68821.70886419388
bitcoin,1774198951599,2026-03-22,68813.30024858509
bitcoin,1774202608917,2026-03-22,68704.73553817421
bitcoin,1774206009569,2026-03-22,68572.35892748222
bitcoin,1774209608644,2026-03-22,68181.20471380129
bitcoin,1774213420720,2026-03-22,68179.84748181398
bitcoin,1774216974774,2026-03-22,67836.00655868028
bitcoin,1774220523024,2026-03-22,68296.86295861873
bitcoin,1774224204479,2026-03-23,67848.87605821833
bitcoin,1774227759135,2026-03-23,67684.18004265723
bitcoin,1774231345842,2026-03-23,67914.62164219593
bitcoin,1774234921857,2026-03-23,68291.62334548199
bitcoin,1774238519904,2026-03-23,68061.75633105007
bitcoin,1774242110399,2026-03-23,68505.55527490156
bitcoin,1774245736176,2026-03-23,68856.33114252616
bitcoin,1774249310693,2026-03-23,67813.61163802224
bitcoin,1774252948385,2026-03-23,68302.02880878812
bitcoin,1774256533964,2026-03-23,68433.41999646043
bitcoin,1774260169610,2026-03-23,68248.65909045594
bitcoin,1774263780576,2026-03-23,68533.56691669108
bitcoin,1774267376980,2026-03-23,70090.85625395848
bitcoin,1774270951406,2026-03-23,70658.89681764365
bitcoin,1774274597746,2026-03-23,71413.47363715255
bitcoin,1774278207114,2026-03-23,71453.46560478497
bitcoin,1774281794826,2026-03-23,70123.74223304595
bitcoin,1774285419326,2026-03-23,70539.95075755077
bitcoin,1774289023051,2026-03-23,71069.34533324269
bitcoin,1774292633045,2026-03-23,71049.75201776822
bitcoin,1774296266620,2026-03-23,70673.84328686942
bitcoin,1774299816033,2026-03-23,70898.50990542116
bitcoin,1774303408929,2026-03-23,70871.49537193075
bitcoin,1774307025953,2026-03-23,70754.11294097341
bitcoin,1774310581550,2026-03-24,70892.82823994374
bitcoin,1774314191859,2026-03-24,70691.20963441042
bitcoin,1774317773654,2026-03-24,70497.783796673
bitcoin,1774321226282,2026-03-24,70429.82090509095
bitcoin,1774324973422,2026-03-24,70505.5355628202
bitcoin,1774328617094,2026-03-24,70367.86749397316
bitcoin,1774332095299,2026-03-24,70252.45308411747
bitcoin,1774335726833,2026-03-24,70502.13562095199
bitcoin,1774339306399,2026-03-24,71285.55416417253
bitcoin,1774342894519,2026-03-24,70926.05228348031
bitcoin,1774346477550,2026-03-24,71299.66799821133
bitcoin,1774350100911,2026-03-24,71237.84222578786
bitcoin,1774353713259,2026-03-24,71110.07805777165
bitcoin,1774357314402,2026-03-24,70930.59887301897
bitcoin,1774360878048,2026-03-24,70039.64380544117
bitcoin,1774364513516,2026-03-24,69903.3681889646
bitcoin,1774368104685,2026-03-24,69872.59897269034
bitcoin,1774371698079,2026-03-24,69442.96978741302
bitcoin,1774375299369,2026-03-24,69179.35721667454
bitcoin,1774378859322,2026-03-24,69417.88017389276
bitcoin,1774382512338,2026-03-24,69296.70386159363
bitcoin,1774386070241,2026-03-24,70036.29129693768
bitcoin,1774389695855,2026-03-24,70259.23587427003
bitcoin,1774393302313,2026-03-24,70327.56965564
bitcoin,1774396901189,2026-03-25,70524.51175942823
bitcoin,1774400477409,2026-03-25,70847.88845384026
bitcoin,1774404116680,2026-03-25,70709.04546672574
bitcoin,1774407721664,2026-03-25,70485.95261570862
bitcoin,1774411297522,2026-03-25,70696.82035952818
bitcoin,1774414916714,2026-03-25,70916.77984389212
bitcoin,1774418407649,2026-03-25,71082.75166729843
bitcoin,1774422052573,2026-03-25,71012.75095282859
bitcoin,1774425681741,2026-03-25,70899.66539633296
bitcoin,1774429249017,2026-03-25,71240.60340405164
bitcoin,1774432879756,2026-03-25,71326.31988743633
bitcoin,1774436545739,2026-03-25,71494.83039503878
bitcoin,1774440151946,2026-03-25,71651.03014324601
bitcoin,1774443737052,2026-03-25,71682.98549923916
bitcoin,1774447372972,2026-03-25,71631.72227038858
bitcoin,1774450945657,2026-03-25,71291.00953905468
bitcoin,1774454511937,2026-03-25,70843.14037566936
bitcoin,1774458215970,2026-03-25,71310.27596792881
bitcoin,1774461768127,2026-03-25,70743.12969322263
bitcoin,1774465413507,2026-03-25,70762.88522631538
bitcoin,1774468999649,2026-03-25,70803.52212386463
bitcoin,1774472626701,2026-03-25,70982.1484301469
bitcoin,1774476009804,2026-03-25,71003.3810189207
bitcoin,1774479784847,2026-03-25,71343.12285014275
bitcoin,1774483393778,2026-03-26,71309.26403856269
bitcoin,1774486957036,2026-03-26,71235.418543699
bitcoin,1774490537196,2026-03-26,71245.79769201373
bitcoin,1774494256276,2026-03-26,70866.96468821711
bitcoin,1774497802041,2026-03-26,70865.83284704047
bitcoin,1774501223783,2026-03-26,70754.14022016643
bitcoin,1774505012766,2026-03-26,69976.52473870447
bitcoin,1774508579937,2026-03-26,70065.39506348
bitcoin,1774512136009,2026-03-26,70060.46802946102
bitcoin,1774515725228,2026-03-26,69983.71047448418
bitcoin,1774519325496,2026-03-26,69565.28302289729
bitcoin,1774522962155,2026-03-26,69461.64056489215
bitcoin,1774526576387,2026-03-26,69258.38692240322
bitcoin,1774530160282,2026-03-26,69416.11164790414
bitcoin,1774533744361,2026-03-26,69530.43000475917
bitcoin,1774537429908,2026-03-26,69462.818723659
bitcoin,1774540929547,2026-03-26,69052.36668187703
bitcoin,1774544545087,2026-03-26,68886.05755073845
bitcoin,1774548124516,2026-03-26,68460.0405580777
bitcoin,1774551824798,2026-03-26,68432.89019563152
bitcoin,1774555353024,2026-03-26,68575.61619653407
bitcoin,1774558982668,2026-03-26,68949.5314813283
bitcoin,1774562504418,2026-03-26,68888.27500980144
bitcoin,1774566177028,2026-03-26,68826.30686850422
bitcoin,1774569713681,2026-03-27,68791.11093800364
bitcoin,1774573321307,2026-03-27,68712.98514161636
bitcoin,1774576918450,2026-03-27,68987.91604743515
bitcoin,1774580550629,2026-03-27,68861.18343940613
bitcoin,1774584105099,2026-03-27,68732.87385203048
bitcoin,1774587610314,2026-03-27,68544.83136866611
bitcoin,1774591342784,2026-03-27,68584.57619715178
bitcoin,1774594952479,2026-03-27,68614.73543266914
bitcoin,1774598541043,2026-03-27,68433.29595166513
bitcoin,1774602128660,2026-03-27,67896.72261998236
bitcoin,1774605725619,2026-03-27,67666.10383727407
bitcoin,1774609352756,2026-03-27,66462.11327811745
bitcoin,1774612878669,2026-03-27,66666.3731870575
bitcoin,1774616517509,2026-03-27,66589.48462775366
bitcoin,1774620157380,2026-03-27,66110.91859349872
bitcoin,1774623672138,2026-03-27,66166.55253010265
bitcoin,1774627301235,2026-03-27,66084.9735136777
bitcoin,1774630911354,2026-03-27,65931.436380254
bitcoin,1774634553036,2026-03-27,65604.15370696093
bitcoin,1774638116668,2026-03-27,65817.95817627014
bitcoin,1774641715474,2026-03-27,66036.20502233546
bitcoin,1774645269262,2026-03-27,65978.7624110396
bitcoin,1774648898706,2026-03-27,66021.45792444395
bitcoin,1774652422388,2026-03-27,65981.97377183192
bitcoin,1774656108123,2026-03-28,66327.66737271791
bitcoin,1774659725818,2026-03-28,66382.83249898783
bitcoin,1774663307482,2026-03-28,66067.46482722324
bitcoin,1774666933976,2026-03-28,65995.96577262062
bitcoin,1774670473119,2026-03-28,66167.61183329132
bitcoin,1774674103758,2026-03-28,66189.65590146254
bitcoin,1774677770598,2026-03-28,66307.09909195548
bitcoin,1774681361612,2026-03-28,66363.77341122921
bitcoin,1774684971907,2026-03-28,66516.27378317354
bitcoin,1774688564620,2026-03-28,66350.41976637962
bitcoin,1774692183789,2026-03-28,66263.63211704824
bitcoin,1774695755027,2026-03-28,66178.92986536778
bitcoin,1774699350566,2026-03-28,66303.92808472476
bitcoin,1774702959960,2026-03-28,66415.83889333812
bitcoin,1774706563374,2026-03-28,66770.2554659786
bitcoin,1774710134949,2026-03-28,66707.15373392777
bitcoin,1774713701933,2026-03-28,66946.6353317456
bitcoin,1774717340045,2026-03-28,66874.77753331588
bitcoin,1774720848596,2026-03-28,66803.07998327093
bitcoin,1774724499985,2026-03-28,66879.95377021199
bitcoin,1774728020090,2026-03-28,66851.141718053
bitcoin,1774731726850,2026-03-28,66894.75795554336
bitcoin,1774735329384,2026-03-28,66645.1518328983
bitcoin,1774738933564,2026-03-28,66694.139781946
bitcoin,1774742442590,2026-03-29,66321.06539994745
bitcoin,1774746121074,2026-03-29,66412.9505268756
bitcoin,1774749618934,2026-03-29,66521.48936569078
bitcoin,1774753403935,2026-03-29,66735.3884387065
bitcoin,1774756928014,2026-03-29,66860.30574313855
bitcoin,1774760651134,2026-03-29,66683.71289085437
bitcoin,1774764148603,2026-03-29,66741.21981768549
bitcoin,1774767653805,2026-03-29,66688.62043170675
bitcoin,1774771427213,2026-03-29,66630.82888015691
bitcoin,1774774960670,2026-03-29,66674.97448070651
bitcoin,1774778601069,2026-03-29,66581.35073321467
bitcoin,1774782072480,2026-03-29,66469.4796184686
bitcoin,1774785788212,2026-03-29,66774.32162975357
bitcoin,1774789314842,2026-03-29,66794.30316085815
bitcoin,1774792883439,2026-03-29,66517.1597689279
bitcoin,1774796616208,2026-03-29,66517.29275887285
bitcoin,1774800208904,2026-03-29,66466.44058378502
bitcoin,1774803755729,2026-03-29,66444.45410400286
bitcoin,1774807419550,2026-03-29,66331.62463090713
bitcoin,1774810958133,2026-03-29,66375.06666880092
bitcoin,1774814536313,2026-03-29,66284.482768732
bitcoin,1774818142563,2026-03-29,66546.10792505798
bitcoin,1774821754238,2026-03-29,66674.76525877648
bitcoin,1774825352382,2026-03-29,65813.3236524164
bitcoin,1774828966299,2026-03-30,65970.42899513361
bitcoin,1774832567800,2026-03-30,66252.8557606698
bitcoin,1774836027641,2026-03-30,66578.9309952134
bitcoin,1774839749868,2026-03-30,67070.37991749584
bitcoin,1774843372251,2026-03-30,67111.63131687373
bitcoin,1774846918078,2026-03-30,67548.59321993159
bitcoin,1774850609452,2026-03-30,67461.9195301119
bitcoin,1774854136845,2026-03-30,67274.14216754284
bitcoin,1774857734241,2026-03-30,67516.1458614326
bitcoin,1774861309311,2026-03-30,67616.6140366827
bitcoin,1774864935200,2026-03-30,67448.61317843373
bitcoin,1774868602929,2026-03-30,67434.17090680324
bitcoin,1774872166388,2026-03-30,67590.41657666316
bitcoin,1774875791854,2026-03-30,67850.83361908437
bitcoin,1774879346157,2026-03-30,67454.49103166346
bitcoin,1774882937858,2026-03-30,67732.65929264908
bitcoin,1774886539611,2026-03-30,67565.83141885296
bitcoin,1774890137414,2026-03-30,67262.04727463868
bitcoin,1774893775845,2026-03-30,66753.13370588605
bitcoin,1774897379069,2026-03-30,66555.3785781471
bitcoin,1774900934310,2026-03-30,66432.346364874
bitcoin,1774904400111,2026-03-30,66587.99024414114
bitcoin,1774908115394,2026-03-30,66757.19246041842
bitcoin,1774911754488,2026-03-30,66734.19561943135
bitcoin,1774915251658,2026-03-31,66699.27436893585
bitcoin,1774918959095,2026-03-31,67091.7699360093
bitcoin,1774922593465,2026-03-31,67930.29873609915
bitcoin,1774926188705,2026-03-31,67945.39135718174
bitcoin,1774929752591,2026-03-31,67646.52741376395
bitcoin,1774933217262,2026-03-31,67488.81448012279
bitcoin,1774937014045,2026-03-31,67618.1466100619
bitcoin,1774940587902,2026-03-31,67449.74316002423
bitcoin,1774944127622,2026-03-31,67299.23356164555
bitcoin,1774947710854,2026-03-31,66756.23307911558
bitcoin,1774951351685,2026-03-31,66037.9769355128
bitcoin,1774954965003,2026-03-31,66302.74182544308
bitcoin,1774958568819,2026-03-31,66620.01251485397
bitcoin,1774962125102,2026-03-31,66608.17879412256
bitcoin,1774965761238,2026-03-31,67163.45267766963
bitcoin,1774969215473,2026-03-31,66558.38670829509
bitcoin,1774972935280,2026-03-31,66698.35856220762
bitcoin,1774976553066,2026-03-31,67542.07857770176
bitcoin,1774980130393,2026-03-31,67395.06167693074
bitcoin,1774983739613,2026-03-31,67721.57727071697
bitcoin,1774987363718,2026-03-31,67762.72263907967
bitcoin,1774990800135,2026-03-31,68136.90158842586
bitcoin,1774994551087,2026-03-31,68196.60422235407
bitcoin,1774998192739,2026-03-31,68146.94856232416
bitcoin,1775001767897,2026-04-01,68231.32977209098
bitcoin,1775005402355,2026-04-01,68223.70211409187
bitcoin,1775008973680,2026-04-01,67741.61626889415
bitcoin,1775012531509,2026-04-01,67581.86166020094
bitcoin,1775016003908,2026-04-01,68067.62035882538
bitcoin,1775019806624,2026-04-01,68224.37632532336
bitcoin,1775023328753,2026-04-01,68401.93752431103
bitcoin,1775027037397,2026-04-01,69101.02455101817
bitcoin,1775030542800,2026-04-01,68646.2153927601
bitcoin,1775034069525,2026-04-01,68680.0015059391
bitcoin,1775037684018,2026-04-01,68626.63130937202
bitcoin,1775041325301,2026-04-01,68508.40129805205
bitcoin,1775044918460,2026-04-01,68680.84374401876
bitcoin,1775048473633,2026-04-01,68343.56225372679
bitcoin,1775052022681,2026-04-01,68151.20863221223
bitcoin,1775055716129,2026-04-01,68576.84472219975
bitcoin,1775059280844,2026-04-01,68912.84268211982
bitcoin,1775062975213,2026-04-01,68799.77917560302
bitcoin,1775066579538,2026-04-01,68240.24706711619
bitcoin,1775070202403,2026-04-01,68023.58605482857
bitcoin,1775073749796,2026-04-01,68154.86398435834
bitcoin,1775077384455,2026-04-01,68175.95391085128
bitcoin,1775080927324,2026-04-01,68391.24257663927
bitcoin,1775084537247,2026-04-01,68114.03006381732
bitcoin,1775088146271,2026-04-02,68089.0553821667
bitcoin,1775091722785,2026-04-02,68603.81518600573
