timestamp,date,price_usd
1773234127095,2026-03-11,0.9999897779828968
1773237810511,2026-03-11,1.000014316535777
1773241416613,2026-03-11,1.000048345668419
1773244970698,2026-03-11,1.000109204932337
1773248559572,2026-03-11,1.0000716857724397
1773252205519,2026-03-11,1.000128538625352
1773255820155,2026-03-11,1.000106658914445
1773259425627,2026-03-11,1.0001070382526107
1773262951077,2026-03-11,1.0000230345895795
1773266611511,2026-03-11,1.0000767769177894
1773270131936,2026-03-11,1.0000601818121304
1773273768110,2026-03-12,1.0000793125957506
1773277373987,2026-03-12,1.0000540826021374
1773281024985,2026-03-12,1.000016208812114
1773284610500,2026-03-12,1.000062027574499
1773288143162,2026-03-12,1.0000437722567042
1773291786105,2026-03-12,0.9999672615744898
1773295391495,2026-03-12,0.999971742774578
1773298847355,2026-03-12,0.9999474526717432
1773302610585,2026-03-12,0.9999778443529492
1773306144475,2026-03-12,0.9999641182258745
1773309729076,2026-03-12,0.9999417181162782
1773313398009,2026-03-12,0.9999970263237606
1773316903412,2026-03-12,1.0000460978383257
1773320501721,2026-03-12,1.000039262110391
1773324167369,2026-03-12,1.0000842540269081
1773327786648,2026-03-12,1.0000182251289234
1773331418777,2026-03-12,0.9999668401334548
1773334953898,2026-03-12,0.9999698174237943
1773338594376,2026-03-12,1.0000832660539618
1773342105920,2026-03-12,1.0000186697401605
1773345724720,2026-03-12,1.0000265810835545
1773349228540,2026-03-12,1.000000142756842
1773352936077,2026-03-12,1.0000029500366965
1773356597650,2026-03-12,1.0000191704222965
1773360175743,2026-03-13,0.9999573130269976
1773363810556,2026-03-13,0.9999672433059815
1773367352711,2026-03-13,0.9999700763608882
1773371028403,2026-03-13,0.9999195502460039
1773374570027,2026-03-13,0.9999222921774316
1773378045069,2026-03-13,0.9999546536039376
1773381741990,2026-03-13,0.9999813866054732
1773385289171,2026-03-13,0.9999664290921348
1773388943228,2026-03-13,1.000011491362565
1773392541063,2026-03-13,1.0000595771532057
1773396195337,2026-03-13,1.0000409424186776
1773399766535,2026-03-13,1.0001098018956984
1773403393949,2026-03-13,1.000134835547102
1773406992677,2026-03-13,1.0000694739745382
1773410587065,2026-03-13,0.9999776236005101
1773414170247,2026-03-13,1.0001825359241467
1773417744357,2026-03-13,1.0001744819751939
1773421331389,2026-03-13,1.0000755326071595
1773424980469,2026-03-13,1.0000597478600752
1773428591288,2026-03-13,1.000023327777077
1773432156630,2026-03-13,1.000023043199578
1773435778596,2026-03-13,0.9999862596439506
1773439292903,2026-03-13,0.9999870442989436
1773442989101,2026-03-13,1.0000133953394204
1773446545891,2026-03-14,1.000087244844446
1773450210096,2026-03-14,1.0000797806624921
1773453762673,2026-03-14,1.0000331803511275
1773457336810,2026-03-14,1.000055232278199
1773460992918,2026-03-14,1.0000085077221086
1773464549784,2026-03-14,1.0000321717499199
1773468215069,2026-03-14,1.0000582059975887
1773471803768,2026-03-14,1.0001089514818644
1773475365786,2026-03-14,1.0000956875251974
1773479001854,2026-03-14,1.0000562063904965
1773482543271,2026-03-14,1.0000662039297914
1773486162210,2026-03-14,1.0000576117956232
1773489783400,2026-03-14,1.0000696599286498
1773493394047,2026-03-14,1.0000793249931534
1773496963543,2026-03-14,1.0000928130184046
1773500573634,2026-03-14,1.0000620209902635
1773504136858,2026-03-14,1.0000670816207717
1773507775765,2026-03-14,1.000072273528742
1773511350950,2026-03-14,1.0000344978731026
1773514908623,2026-03-14,1.0000570620721467
1773518530635,2026-03-14,1.0000797033769495
1773522158195,2026-03-14,1.0000968630519445
1773525674761,2026-03-14,1.0001108889434287
1773529386033,2026-03-14,1.0001214317674112
1773533161992,2026-03-15,1.0001314656938805
1773536926811,2026-03-15,1.000057557220915
1773540275027,2026-03-15,1.0001500983937504
1773544301119,2026-03-15,1.0001021548433873
1773547968996,2026-03-15,1.0000548957488902
1773551324539,2026-03-15,1.0000496475646943
1773554956889,2026-03-15,1.000077328822622
1773558576296,2026-03-15,1.00008849593075
1773561776276,2026-03-15,1.000134372917888
1773565340460,2026-03-15,1.0000958680535743
1773568938662,2026-03-15,1.0000654650057366
1773572559216,2026-03-15,1.000097420831328
1773576162980,2026-03-15,1.0000928813826127
1773579618847,2026-03-15,1.0002563253358514
1773583339714,2026-03-15,1.0002598964933036
1773586922095,2026-03-15,1.0002592789074718
1773590608526,2026-03-15,1.0002613905576307
1773594242514,2026-03-15,1.0002532453970499
1773597842441,2026-03-15,1.0000985032523013
1773601362267,2026-03-15,1.0000747039926141
1773605009032,2026-03-15,1.000156381697506
1773608586502,2026-03-15,1.000107541061436
1773612191740,2026-03-15,1.0000971547442705
1773615832523,2026-03-15,1.0001063802423646
1773619427019,2026-03-16,1.0001285067698267
1773622863596,2026-03-16,1.000084832148893
1773626619098,2026-03-16,1.000087483869791
1773630203819,2026-03-16,1.0000730919051315
1773633719761,2026-03-16,1.0000252902640163
1773637389068,2026-03-16,0.9999895609362724
1773640999697,2026-03-16,1.0000189925021967
1773644644161,2026-03-16,0.9999267953570313
1773648194799,2026-03-16,0.9999955350582131
1773651808271,2026-03-16,1.0000032117124118
1773655319221,2026-03-16,0.9999761176233526
1773658935766,2026-03-16,1.0000016431144099
1773662561735,2026-03-16,1.0000248705068213
1773666137239,2026-03-16,1.000073256527201
1773669733344,2026-03-16,1.000070822699389
1773673216397,2026-03-16,1.0000781627140278
1773676892471,2026-03-16,0.999991404174156
1773680522970,2026-03-16,1.000000182027988
1773684156995,2026-03-16,0.9999429966994283
1773687799963,2026-03-16,0.9999754268727605
1773691371660,2026-03-16,0.9999643358411243
1773694820795,2026-03-16,1.0000606432148764
1773698613490,2026-03-16,0.9999846526710573
1773702200388,2026-03-16,0.9999591700265907
1773705757032,2026-03-17,1.0000377068538424
1773709240525,2026-03-17,0.9999816480329216
1773712959610,2026-03-17,0.999978391857887
1773716585990,2026-03-17,0.9999524554820473
1773720188096,2026-03-17,0.9999629419778444
1773723755855,2026-03-17,0.9999983612839581
1773727384572,2026-03-17,0.9999506211686644
1773731074080,2026-03-17,0.9999469705241784
1773734578946,2026-03-17,0.9999635760048629
1773738170733,2026-03-17,0.9999565899329311
1773741764751,2026-03-17,1.0000366851466818
1773745380495,2026-03-17,0.999980804355153
1773749045793,2026-03-17,0.9999813617301934
1773752492953,2026-03-17,0.9999852320083562
1773756154706,2026-03-17,1.000082085618419
1773759751020,2026-03-17,1.0001735939749463
1773763254217,2026-03-17,1.0000800234436646
1773767029336,2026-03-17,1.0000912260464565
1773770597939,2026-03-17,1.0001448413873453
1773774153568,2026-03-17,1.0000849053040595
1773777769699,2026-03-17,1.0001056213436972
1773781257032,2026-03-17,1.0001367012064395
1773784965278,2026-03-17,1.000092663924138
1773788588059,2026-03-17,1.0001236107834701
1773792167168,2026-03-18,1.0001758946865917
1773795779145,2026-03-18,1.0001873017457592
1773799446531,2026-03-18,1.000154903028506
1773803031212,2026-03-18,1.0001997389905815
1773806438417,2026-03-18,1.000161272110681
1773810193686,2026-03-18,1.000166690935395
1773813752547,2026-03-18,1.0001783447807893
1773817455793,2026-03-18,1.0000935036593799
1773820983401,2026-03-18,1.00006872489709
1773824592695,2026-03-18,1.0000732168143858
1773828174870,2026-03-18,1.00013723024839
1773831754829,2026-03-18,1.0001166744159065
1773835384449,2026-03-18,1.0001169386507436
1773838827298,2026-03-18,1.0000384266065852
